"Spotify.Streams","Spotify.Playlist.Count","YouTube.Views","YouTube.Likes","TikTok.Posts","TikTok.Views","Apple.Music.Playlist.Count","Shazam.Counts","AirPlay.Spins","Explicit.Track"
136878823,44098,46128261,705084,21940,17208694,10,164132,817,1
516198914,110117,524696228,8076809,671536,1835649149,3,5252776,42,0
1283683926,203125,351633773,2243784,382535,590688494,140,8020959,81,1
113402349,14752,69436829,416921,34800,32900841,15,471584,14160,0
98795736,8721,236734405,1554966,614600,319127773,8,312223,31,1
239624643,13095,228923419,1210579,1205145,3306847230,11,142151,7479,0
165642949,39238,13111498,338766,202400,709390008,3,328655,63,1
125451295,28417,26092583,192904,76700,154830607,18,287570,6674,0
587555589,34908,43130763,357803,77652,342958656,13,364310,1087,0
925747848,178435,533593108,4430967,20826,28961155,61,1677812,368,1
1251675613,233472,1001433936,13378087,149047,338873585,245,14636399,263773,1
1907768690,170905,2115112270,16309142,396789,403748250,206,14744823,180036,0
296543065,117924,205245834,3566571,256438,2473547695,12,3560853,6060,0
1668741024,174052,1254501233,9554049,5371543,2733847243,192,13479680,368635,0
1060378159,104647,514581598,6465409,442243,538854965,320,3888061,354978,0
267867000,47406,109440296,1722866,796000,1908916908,6,3212495,272,1
200895335,76844,35120030,692065,9426,113665392,28,330838,8857,1
1184571362,180715,829829470,7984888,200505,254037168,71,5556481,54050,0
136169854,11506,117339013,473732,279014,567845644,4,28884,1084,0
241291389,32449,297484348,1868447,100700,308712763,4,365242,942,0
127558523,29689,56328016,701370,9222,37060287,20,668230,52475,0
300430813,50552,103550086,844925,1664351,3375488113,51,2071865,182474,0
135976140,41454,37952419,465940,3074,14785534,22,390413,3782,0
231258162,42133,143774447,773465,1754800,760223916,27,616275,5833,1
740261910,49852,341087439,2812967,6680,26579876,72,3721475,10652,0
277505000,76388,126075119,2454637,4256904,3120170735,108,7454274,48728,1
7900402,4782,146296974,819226,258850,215446483,7,998296,12,0
412845771,59749,215094924,1522549,203904,777869891,37,1315179,325922,0
1977947460,245685,1861597184,10999677,21703,21573356,265,6091496,202804,1
610838644,91391,369182880,7406983,13840,69072143,88,3110101,26205,0
403860053,45516,1057546150,7402999,7210674,1297576376,6,1793716,1552,0
11328011,1389,30326697,282371,1804,165220930,8,186737,513,1
521116293,24734,427625497,2560068,33444,107781205,18,988007,3852,1
43428134,4684,80614524,579330,15900,76236081,8,168055,758,0
185042019,41058,35977202,482490,923,68670799,35,958912,78838,0
622690472,108263,261237045,2753871,5525,17207972,36,2184126,11662,0
1299650856,228950,158016588,1286636,130802,442090971,163,2187716,6091,0
583299836,52696,1463687327,4556113,206254,107045562,52,5312033,15341,0
515923885,121767,166794513,2438100,520891,2574138698,7,2561309,18,0
314672402,85038,203831150,1327160,2909294,3345046787,72,8651171,212908,0
1050676021,222725,95461283,924094,78289,162004699,96,15749222,117045,0
32433183,3830,691599357,5063166,3139700,216883079,2,200459,1,0
181659395,24137,50640948,470130,7766,87012707,53,1366573,186049,0
995452298,188608,464369299,4586152,742947,1282810923,255,14464887,171176,0
547304707,93449,566895107,8058632,2927089,4144883692,48,4876569,23803,0
250112783,37790,207570990,2206717,77011,81406851,18,124505,250,0
138986512,24359,266765542,1330194,89573,240950847,4,410223,609,0
624262344,152117,139990813,953527,30003,61873397,180,13112923,56327,0
884816583,204318,959919759,18300103,2541442,6276979194,100,8277994,4833,0
1081039358,220073,422709495,5234949,1620541,2051079047,65,7344889,14873,0
148574146,25770,39166702,619142,6500,21611489,39,1090214,90970,1
500565437,74725,644380652,4455611,43604,217482856,3,995726,1789,0
75717094,34136,216661579,1234087,24023,50774936,42,1103585,9269,1
1790579305,180069,792369989,7627895,226361,81167209,148,10854729,298540,0
5467217,2314,283023,6614,5119677,28032695489,3,167985,18,0
568692309,122845,1631093608,13001577,322088,431870913,27,13205767,13,1
155648648,28131,27758776,286628,44222,7609548,20,479173,23720,1
971473231,239671,198796965,2003253,803500,926300276,110,3142892,1041,1
233139871,77694,425539008,2824144,98082,111422826,53,523078,194040,1
717202437,80289,213527195,1587764,107700,253170602,57,556069,4112,1
313144836,59063,63377694,505563,53473,105002413,153,2293223,122148,1
1477150302,241550,1751763286,7958745,1011744,1166623514,166,13339874,98296,0
810044838,87422,541704571,3988386,258494,1190522330,136,3225942,21318,0
70664645,13324,246582532,3314166,26400,69529104,1,84153,706,1
701558859,110539,209195939,2284142,594413,1114531877,67,3204314,15726,0
86943003,17950,10003352,110419,10476200,5311932536,2,1866241,109,0
268383799,47936,69047745,591951,23400,103169265,61,933823,39321,1
335604759,47721,155802565,3846286,1961193,2759903957,39,1008719,21424,0
716829483,99063,131057530,1300009,46605,348775704,59,1521416,43702,1
952635214,136655,3312260344,26679549,247185,1174409085,90,4413818,15322,0
792379282,96177,887226751,13188871,4410189,2580705782,171,3298698,157316,0
81632951,14438,10815357,155660,6047,42031379,6,500124,13292,0
472027271,97766,1012949756,14257151,2295814,4846286370,22,2224515,120,1
463970393,92879,130269657,1671937,5289,1309847,46,793274,10816,1
1432830108,139215,778340255,10401273,1268910,1984520688,283,3299253,599336,1
157881582,23162,18883499,172138,3943,46583057,37,228752,121783,1
1020452066,169696,385820349,4710732,796783,3320885451,75,11693340,269792,0
68460285,16340,107349472,1053855,75908,301331608,21,676048,168821,1
3427498835,338763,2153701892,20891433,1940473,2161032034,408,29266297,600211,0
728920951,143829,168855750,2336018,107125,313505897,75,1829791,37776,0
259807712,30605,9545403,163045,73845,538186129,41,1027616,12664,0
1157206056,189404,158131164,1488878,1833826,3272868374,191,6963195,209890,0
382565051,85310,121875542,986189,62502,123745488,55,1222113,25,0
2074721986,255296,1665434424,15432964,858364,2649555956,388,7948325,476547,0
35440292,7611,105583094,723839,1783882,1048666929,8,2431616,34144,0
93990459,8050,112494830,3245862,55727,296861046,9,182465,4542,0
278032053,79755,179207995,2529783,59876,170949508,58,1765806,38286,1
497832707,156669,265905159,2363958,171287,644816718,30,1146823,939,1
1121107262,193004,638330025,4250668,33025,188481260,305,28279099,130612,0
676519766,192241,201326163,3061387,492679,3919404141,66,2415167,58802,1
128484709,57396,2575615,23097,85204,113176445,14,281240,11734,1
384977271,71685,54470349,646820,99563,129310076,46,1751139,424,1
582023797,48881,293059162,1383526,1100596,805988782,26,1946266,18750,0
500508660,31360,978838486,4506721,774300,136354987,12,1325578,5291,0
68990989,21556,29014150,237930,309111,240070262,53,721377,5137,1
352268839,130479,37251936,317013,143448,135688880,67,2307798,23074,0
119369458,5866,38415068,389722,43600,171858600,18,380747,8223,0
2960046642,352745,2391850868,23334015,196242,456931528,235,19166675,149051,1
1194124781,235618,810297837,4900990,1041808,1795501997,164,6254052,74370,0
949651805,141296,182719598,2055406,217707,529467091,69,13315971,364,1
90838757,22248,203958899,721936,10328,19777868,9,332021,14924,0
33044062,11085,17304165,306669,971409,2490290769,1,42664,4,0
331419634,92569,90820063,924838,582831,534189550,116,4816359,64413,0
452087681,66494,509694751,2049523,244300,754567803,53,1414880,31265,1
404765225,64972,470390576,3380515,119922,561999669,36,812814,714,0
391856304,68311,1040938222,8443453,2490398,1423789944,73,1570803,23516,0
549824221,173912,192954440,1879700,1547753,2215721495,21,1680361,546,1
285851797,41294,658375389,2669794,6817,15966689,16,764140,3073,0
1413268808,104435,492503095,6305357,400078,921980357,201,4309604,74209,0
287724574,25460,54771296,818500,485830,469327093,47,770996,56,1
349522530,23359,146063277,734128,8095,55484022,19,389913,1264,1
970858824,117008,1310779877,7274419,124187,343153571,140,6946040,18341,0
630863087,164540,93297998,924489,2782,9867664,34,1411636,1753,1
346862697,72540,28725574,481537,60398,186623555,8,814265,156,1
1232502989,163195,349747981,2670057,66399,198680803,195,16239587,202396,0
964058806,102916,930982185,5528129,339413,1025978293,76,5306715,5572,0
551719564,101852,298362799,5071208,612523,1449949822,85,1571647,63905,1
1016283394,103794,460509010,3376276,37205,45585575,192,9406511,198355,0
150177750,30142,153683754,1673637,2700000,15253039012,9,1072415,151,1
96288883,37394,8545326,113402,1928,2917500,10,190951,278,1
989672356,135409,713521813,4429142,245277,71925380,122,2883431,28008,1
736469450,48251,868589823,16834955,1833169,5828265172,43,1547563,47080,0
727014998,114135,348078879,3056099,9928,25640147,13,1122407,192,1
216354398,90545,92356896,647095,27652,148927892,14,1065136,5281,1
423582537,58315,491738603,2883634,1401346,642003320,64,965918,7892,0
250430303,7079,16747466,251549,148000,411722900,72,188022,6243,1
1223329465,211823,214359669,1467163,308286,413908070,256,8462590,391895,0
407025386,32596,742853552,2408323,41816,16922902,31,1862363,8549,0
982399328,142822,578225770,3493215,60212,191313816,47,2317956,1312,1
69729033,2483,111310770,1724693,56600,393973528,40,63283,709,0
502585349,64618,50100652,768251,98069,395014106,33,377249,3342,0
130356067,36554,47933349,701867,392301,912236577,12,2634134,1356,0
795449825,89489,156172635,2182645,59449,248223677,199,2311374,204128,0
237619076,109634,83880421,827499,29127,121310762,68,995591,6889,1
222879686,26854,183254308,938331,80100,315723211,16,130095,1586,1
710319373,209136,183959519,2671075,154135,363975031,31,1537393,1582,1
291244404,103342,41936586,623466,49800,181718624,3,361371,117,1
509653100,66219,48045203,986278,328562,544437406,80,4295361,400206,1
274229438,81319,22545691,353908,2001804,1182280724,31,986887,7748,0
769295129,195653,706646464,7579662,1332046,3016090659,10,8579839,1035,0
8893883,1745,238585397,1478754,59100,1640900,8,3415610,4579,0
793287638,225513,104966782,872923,36542,319496635,130,2221501,18714,1
3301814535,407119,800899315,9101589,2755903,15405881843,455,14967379,1777811,0
122568479,33824,109752215,1100224,20900,33939631,7,365803,51518,1
444613276,56678,328723503,1532631,115997,179088549,29,872227,10234,0
1687828519,272010,527397003,5344645,8490,45596295,69,3369366,14702,0
884616492,101479,211384847,2822121,94602,464412661,32,1187607,1529,0
1089328286,200016,256738121,4601685,511,2110692,25,4341439,10305,0
143220845,57819,17892665,186286,8535,26577093,4,333934,57,1
851085705,129047,211810152,2461166,3502547,8781020473,162,2580691,223173,1
56670689,18344,126849797,654337,1373186,344920965,31,2142023,6751,1
102703448,10682,390456652,2179957,14289,46539050,3,89564,373,0
648757330,66961,1402505864,15657910,1404568,243585831,62,2724063,13516,1
1586830204,151923,476319277,4622504,797409,1180485094,119,4413143,844492,0
1500499584,359502,1431591689,11553088,2866181,4067248819,258,17210946,240677,1
350440369,24886,92967556,709386,52200,128910215,11,264907,21,0
681282854,118639,186468599,1849004,36108,157362351,16,1025107,70,1
550967367,65928,728468384,3473098,11200,20847094,35,1353531,3884,0
49630584,7644,102074133,305216,38600,6598274,3,182499,1611,0
289652584,93481,310518713,1797173,33861,40742074,35,2007348,82296,1
706489684,169855,755884858,3716581,33905,109113917,83,2193924,797,1
140177107,3866,13707215,189148,18200,45866138,19,68490,2111,1
591704263,65115,179847217,1213273,120800,266064027,12,977339,6564,1
333106545,25970,982437656,2944717,81315,37754097,18,1055124,3327,0
40556347,22280,2783520,55619,904,3583492,6,1835940,11441,0
819779577,161131,709454117,7190778,748490,2078817404,68,3222518,88990,1
107950388,34675,1812251,22038,30050,30673708,18,275083,15873,0
156697759,69258,59647655,736873,21014,54292475,40,1065106,26638,1
143421339,23431,108239669,1037417,40500,125638371,6,75108,449,0
1156342373,168603,1961319809,8520003,527189,982629718,364,14394209,77370,0
83393310,32703,14159412,193138,1618,9909365,10,180040,288,1
1152346128,93178,1922214505,18201048,178524,563244716,122,5102278,11382,0
149609501,17828,3195354,64197,16605,15160078,6,185310,645,1
471042668,37370,716847469,9852754,46801,222663523,21,578357,6935,0
521328627,64734,1067816466,5198462,33185,122727381,125,8748575,18715,0
92424493,45053,9282240,161536,22813,120998374,22,314486,14373,1
1535595924,236327,1266946594,7227133,14079,123440263,249,166195,262819,0
33278200,10186,4962879,74982,1901626,2885085148,3,255786,395,0
274961162,80300,196021271,2844570,506126,4719697686,18,2819281,707,1
276026602,37445,2065849,27184,31,62794,20,843154,14487,1
600073400,73593,171936153,975795,181760,450971538,24,529802,15719,0
589832336,139494,208632840,2426614,43833,118952804,88,1800184,2371,0
416147244,59100,179143462,1567574,6149383,188910778,72,7577629,264,1
458713465,29686,263768312,4141652,208042,1964836293,23,575592,2779,0
209635991,54470,26381437,281014,161246,231239811,18,832908,99987,0
1690450389,225204,679433670,4181978,564763,201004524,270,11303352,332763,0
936450891,173279,59661695,602296,2682279,288759827,194,6813172,13967,1
362756358,123477,28737121,359092,125196,374299600,13,579324,1160,1
406875019,85930,39850191,427973,1225,22689637,29,964984,4395,1
252239644,24974,157154307,1031138,408410,1121997176,35,415733,692,1
323100055,27272,33501338,405965,319600,730969180,67,697530,131125,1
192231633,22780,111990624,724790,9007,32536991,12,289402,64,1
270580897,31024,222946420,3345792,2600000,2850944965,49,953695,38074,0
89292592,13834,5210629,158479,704600,2697574937,18,522103,24,0
21092086,3414,1235706833,4131568,461200,258442943,1,53500,20,0
292789738,28591,406307035,809942,1900606,872862858,11,1195337,1754,1
275465440,58725,290207058,1533113,64277,53454696,30,2030167,334,1
1442703001,201082,460915912,7439249,699601,325870631,15,4703306,4,1
856908437,163911,937887038,8642499,588686,2116323580,73,20060916,12133,0
1713294983,134700,2920155266,17308189,1323640,607999568,268,7805645,598,0
390498074,113725,85842981,807191,103312,268907515,37,835203,7530,1
148630357,22962,61652249,723007,3757654,2299851479,3,423570,1,1
420627588,104460,448194116,3160800,203312,225572938,76,1977941,80703,1
880781313,137341,432457883,3689786,28508,33981823,21,934193,835,1
319737440,63731,108796209,1558911,8422,11172071,20,375289,99,1
756657781,127019,252239122,4118228,84134,184317399,56,3390136,9795,0
394458820,62418,98862086,1030038,10576372,8421746009,12,2217979,2045,1
569767392,102907,468513022,3937324,539686,1026583434,65,3181996,715,1
503972431,90920,169044079,1342959,282700,544513130,77,2021548,25766,1
166436749,48250,49886904,632581,58547,219657145,9,850249,3,1
562200390,66469,175552661,2085739,53453,324045421,143,3418829,203961,0
196369387,70723,26280803,447983,47600,141407787,14,310132,89,1
204730798,35882,94105710,701021,153900,411286349,12,258504,4737,1
107754524,16004,11577220,74756,52374,53554260,25,332849,137184,0
150073848,12340,232389376,1637844,70200,169068391,17,270472,455,0
545011148,69335,312775703,3080420,134588,170167441,75,3044970,40925,0
3475009,328,3869518,43717,998000,50840,7,286125,244,0
221636195,13800,40022524,1307290,195300,360017000,244,450344,41344,0
624007138,88566,300340121,3913127,386544,2052187356,17,2577920,288,1
328017675,115095,160730418,2090732,12320,74601136,31,1285243,83,1
154127881,14889,233659337,1167552,585700,1245591509,5,136448,216,1
245384123,26925,514192282,6129641,94211,693149332,41,547626,5409,0
164137928,47324,569438267,9098356,3568275,8443743856,43,6489242,20053,0
433429705,47966,108280492,418212,404913,273205308,33,667963,44492,0
399145178,94038,1632844702,11706967,70375,167032445,51,3385807,10999,0
199662854,70800,26734808,271645,11861,100007156,27,312418,37,1
469322271,68997,77831118,981474,50996,419727783,64,1516065,278696,1
91272461,6499,16038053,569377,941900,1225345800,76,257661,181,0
335188091,86549,122687107,2529521,1154302,3434097182,54,1709213,5455,1
1410353130,218492,417265571,5087140,744614,3241952947,38,3007369,43972,0
102510409,39218,22490105,254512,1541,8554938,6,110863,95,1
557775679,78471,174422564,1250134,55769,184569148,35,4162674,367,1
289013053,32179,256030564,6371436,106500,358391850,29,1479802,279,1
675082623,167727,269460083,3292285,429682,318296586,14,3195912,9,1
478150858,73306,113379734,1312763,1700998,2111289492,78,2255465,35330,1
121386649,17170,36712138,1221832,136234,399701698,25,232347,25855,0
247386146,57298,48937559,461922,25012,119045728,21,1184981,2377,1
62458329,7526,167062542,417472,11529,25252458,10,412905,18186,0
944833760,84300,442672273,1382190,712759,1137735925,58,1105660,35382,0
930343185,116055,280579630,3517952,451642,724117161,35,2035027,621,0
76510509,35841,11734153,115504,61,76912,30,138675,127,1
59964248,9504,112511884,361436,116100,77807288,4,274026,8226,0
242708368,24028,306925934,3817854,1937,28580589,12,452824,3655,0
416955991,123862,174009595,1640732,255281,1163709610,65,2259867,254615,1
54678867,18538,1004615686,7493088,898905,816621236,4,3070031,473,0
442614126,39861,461577619,2914234,912650,1424731067,10,403782,3292,0
219008713,75763,45087615,436734,18678,99452041,38,618189,4525,1
387820994,84975,292576551,2516143,108794,366572254,46,2389263,6,1
516560181,60949,110114094,814675,244400,544497354,17,340443,7220,1
299202591,67616,36393651,720855,418361,5978876777,21,2693410,796,1
2102223775,335772,1412127488,8707376,1619542,2264301241,93,54637,258525,0
669703929,101138,234757944,2316992,40,73180,159,2302809,5783,1
130424397,22830,22399278,197819,4013,15548348,37,1201681,153164,0
492509763,83013,420395103,3706590,144000,624633508,17,2849462,244,0
115406939,11617,267348363,3146913,63600,401260794,13,249490,1048,0
17745591,2837,172379457,1396751,583900,749416523,6,62461,32,1
13900332,1737,65378730,231736,847700,59606925,3,24734,958,0
428009373,99524,503301861,3383825,47897,46571795,27,2437123,47467,1
83366020,17799,2000837797,11310696,627579,29251104,18,560533,6558,1
666107710,127503,234005957,3231466,1536372,5185694852,71,4161911,1195,0
384965888,32389,174618135,3601820,107394,745435770,18,378304,4715,0
82539441,6224,622214179,7775615,4511709,137325098,2,250574,6,0
112624663,43943,23464236,338591,6483,39562107,53,781033,75872,1
1355971796,198992,749040183,8156272,501905,532109309,99,2972685,26259,1
513353284,73253,91324061,1419414,42282,152008937,70,3754332,30184,0
254130819,82768,268797796,3273095,39383,106366054,54,1388736,66416,1
636986949,141343,1110450147,6467597,4371,5188475,62,2807300,2912,1
1110994645,186456,143629586,1388832,38775,194904663,85,3561319,67860,1
837042727,127522,2265062550,13313083,87300,239446479,80,16431621,80796,0
202169670,54946,4800069,76129,3206,26954111,29,791868,156,1
157806193,27840,216925153,1357039,264839,507673872,41,1089768,221878,1
426936498,118020,124386115,2134071,34724,186922543,48,1452569,13141,1
2011121774,314601,545470329,2971579,472726,943751388,441,18802954,657334,0
642037328,56621,1143353058,9332783,130256,290754721,110,2332701,39176,0
614603953,164722,164711656,1799801,45186,162296330,25,2194666,940,1
297150374,25519,586564510,4724003,769000,403373148,31,392074,11895,0
221965013,38872,51083768,550181,569,4096148,58,1046181,113411,1
175095439,21001,61848993,311636,52412,21618436,25,268281,109675,0
253455087,45343,71940311,1117686,19800,96982970,32,554474,23982,1
2516804300,296739,1779243626,26239833,3774645,1409756969,432,18994040,353076,0
377242486,42233,46848683,1141593,80961,224312083,21,224414,4931,0
110101642,13672,381825698,3084540,590600,1314262368,10,384085,1326,0
225556005,25164,23904394,111346,73524,56949752,28,594487,154327,0
684103586,42304,125144381,583066,433800,622470844,37,764296,112,0
2548389305,339306,987143411,9384427,1900813,338071383,153,9308937,69562,1
358885100,66574,386760006,2110339,256873,384081312,35,921816,8648,1
955439608,130031,627987518,6208902,2483437,2036664297,175,8517243,668145,0
971172980,146441,996052113,5781852,158366,171491357,119,6473758,112158,0
886640358,144242,692934603,2793210,12066,42235895,86,7133253,89328,0
46615691,29693,6255853,83064,250198,758814572,44,591008,15021,0
627625151,76581,275081528,3556731,467531,1187485509,41,5017737,313398,0
129335327,27681,215778342,1548240,2800000,2692316483,10,914770,15812,1
2188247133,121479,342388433,2291619,3233521,4967025679,273,3476323,913464,0
119666188,25949,1772780483,9586155,9999,33894220,13,2559290,3456,0
304134537,57388,345512160,1952713,327887,279992648,40,872301,860,0
417311779,106485,325105642,5043313,475505,1001763796,59,3773690,1555,1
654818451,39852,633781726,11421404,844032,3365539262,34,909449,18744,0
595930584,153078,47780609,656845,14062,37094174,27,903716,18,1
164788147,23301,426336235,1881474,20700,44074315,23,1159159,27670,0
582823215,115214,362990075,5824758,250470,394839659,11,3986033,79,0
118835954,23373,29487901,386863,40400,37952552,5,399333,954,1
647501734,112493,447330965,3838459,514868,435082308,90,2919131,2734,1
726266033,118990,133061832,962971,34842,68206557,209,3651154,244063,0
1191635193,255697,539885283,4027102,777092,1435552956,362,9642311,277419,0
417257612,76682,301418451,2797161,254653,219625896,71,5980614,15903,0
650003788,101864,81796283,973317,1827953,1556374953,119,2791949,2151,1
59038013,22057,67576838,510771,131279,549768980,16,969319,81752,1
260117606,92337,104323081,1049129,10100,12058693,18,1320861,1030,1
225962467,76523,25819662,466288,313258,421102345,10,1627617,248,0
9293098,1348,19200761,262872,6015,1752700,16,294615,70306,1
12383314,2946,16319964,162244,1700011,1976747330,4,63034,4203,0
96328058,7107,293231902,904116,72000,59451815,16,110986,7171,0
485274842,65140,257045287,2076627,151922,96188508,76,1227531,212,0
1327093253,188363,875568512,5009883,1072310,1196196511,250,25620314,121439,0
46431158,23723,30482110,207290,1234800,254178400,19,2164282,1812,0
822696809,141261,587804570,5432716,806169,404031807,184,6782620,98937,0
1550553401,140637,347935820,3794833,209908,707793848,288,11659524,52436,0
14566339,6708,173493536,555196,241540,166606107,7,989901,1067,0
1556275789,210583,254051906,3364206,2379787,7945975878,203,10192485,718849,0
460973352,87026,21938855,220610,46341,202563112,93,3373945,200995,0
100491006,20334,243709,3244,1501663,3650693327,11,1111153,14565,0
612159812,128472,218832200,3089060,911853,3490816416,32,4948372,34,1
657768560,87832,485818371,2230333,56900,48119818,93,1043955,4268,1
706356280,166277,172653099,1750863,32432,108461504,56,2363066,72856,1
256133319,38487,515007268,2900662,357700,341404786,8,1247248,1434,0
66617153,34503,29347420,343023,64508,139786101,11,393975,73533,1
318018082,41062,580242930,3471774,103897,1100134488,35,466130,2041,0
2164074552,183260,2766700889,14538731,656214,218876789,110,9988881,229473,0
417634388,128536,507681327,3069325,122679,174604275,73,1966892,93187,1
1013350808,108036,390677417,2521214,402338,887803828,154,3129609,559589,1
658051344,128507,502542395,3470603,310468,172756577,65,3394835,4896,1
133061000,41010,113794097,1057519,8549427,3983988990,24,2886602,6316,0
1108031580,121256,765780154,4700638,222100,940630746,104,1644044,74052,1
69340146,4747,102713271,935435,44600,349668362,26,206249,152,0
391235723,77293,133338318,1407929,104019,193481131,9,5361011,60942,0
2099862852,233719,2218318671,10649958,372986,411934018,174,9609553,331536,0
199248929,60481,261079023,2146409,609586,713540521,8,1423575,2,1
1295251940,197036,380793694,4733751,1099556,1065757953,121,2786545,133128,1
1269760706,137601,824308720,4676578,1213771,573562180,88,9755956,66461,0
1135209969,158507,40791444,313792,11360,66145174,115,4346795,9867,1
439281048,44726,225336788,1288065,57055,60781778,30,1750559,24352,0
692512930,199828,219666692,2332307,731797,1254944697,155,3093667,42082,1
18637452,6915,6534668,116631,4038735,3179523129,2,1081839,1271,1
693552475,148244,484191598,3735154,680593,100004969,129,3758685,479,1
247462687,55580,76319678,1242250,881035,1691904373,26,3937642,937,1
351007818,105025,186297690,1709390,16973,55106493,2,713131,283,1
998964097,90793,113450524,2108657,394640,1448207880,173,4872257,161513,1
100335960,18928,163408340,634796,1050557,2147808820,1,160060,2867,0
71915713,6180,611609157,2544961,9284,13591360,10,127483,1872,0
2011072164,222804,1290292327,11720744,2377898,1458416059,268,14241952,765565,0
378239461,126894,477876565,3072709,95993,230352883,72,1280704,96321,1
142927322,32810,11242174,91853,650,4614852,42,1773915,122408,0
1885431727,241112,1607650475,24201486,275009,300772720,66,3644968,16859,1
614497357,47586,202069442,2934641,396808,1587051148,44,714871,13257,0
425999315,91229,81238584,760116,144223,342295893,183,4349283,21709,0
76078240,16848,60811918,330400,1301526,1479348962,4,187445,235,1
942637026,146801,335729967,2785787,93883,663247978,77,5916135,6999,0
234838690,72603,46543188,628770,15008,23557281,14,687210,14,1
559708419,61743,1254068497,4746667,83679,148552468,117,5773120,11118,0
860596912,103375,520754022,9647204,477025,397345798,82,3668559,17251,0
153105498,29888,47288100,290046,168400,286515216,31,361203,12333,0
451323154,143071,75632640,1192980,1232812,4707280248,24,3075257,1395,0
350738636,29760,154323126,1697768,214500,351428481,42,571685,19998,1
153364964,29300,32239845,576013,534000,749015170,33,1458037,48625,1
996942947,188378,614755305,5707814,517615,424030507,40,6648622,63944,1
165347464,21942,43792907,313018,15847,7395640,18,354116,81,1
1065399331,170890,240970670,2749668,3091732,7095564106,158,7559816,400899,1
380785241,31820,236863842,1710700,229768,288771523,24,439148,703,0
296469547,71250,39687605,346501,2084,2575024,10,340817,808,1
572441305,113061,317626075,4533617,4475534,1659032393,20,2287665,2061,1
923637058,248136,326484288,2513872,729463,1346152082,180,9554869,62766,0
1676528402,191597,942734894,4766947,72429,152847615,62,157957,14258,0
629372240,86326,301362454,2670514,59565,286126363,199,4783852,431736,0
395739041,34865,115349777,497323,256000,347269682,18,525859,651,1
3909458734,316378,8013997219,45770887,2270315,2320856331,465,1146246,402829,0
1315577954,261770,366241783,2719377,164714,250337316,96,3795507,18653,0
1564979439,150597,500794182,7451635,453412,2639611818,147,3156314,93825,0
382143321,98433,97046738,1206503,3427248,12626614888,7,3370245,116,0
708615717,87957,258358932,749483,42200,62179337,38,1526884,12541,0
76630812,8933,964253382,9620300,199165,99450429,4,264288,20,0
847025688,104052,106024874,1080393,3030761,15665483220,215,5445721,1024138,1
52106559,13612,70625059,637218,50210,81185287,30,1514755,173142,0
370800055,49381,130681979,909372,9631,123346772,8,336808,1209,1
689413808,86677,181790359,3269385,300226,618582288,171,2851589,194884,0
818926915,160628,85879643,1119551,124365,478999463,37,3388780,127903,0
583209382,66332,561013544,4030692,56188,187698778,27,1385244,931,1
255973824,28166,230466044,1013942,122297,333978136,30,429833,13244,0
215837483,26581,306900769,1945111,227800,1027674393,3,655686,77,0
1828026153,249663,1051247406,7080472,93015,397860038,58,11327684,83578,1
210904340,32972,1096124254,3571813,4471,22688824,11,1655972,5612,0
184441175,17845,109532952,635058,193100,529217516,55,400818,34836,0
409394001,53657,123846563,1120466,442700,1334863571,45,526470,15971,1
531877344,113502,887185779,5742922,240175,478863160,21,3832905,26,1
76323780,15631,82546258,937660,813,2356835,6,368216,7051,0
318061543,75726,44097619,664394,209608,300555534,4,284740,99,0
694094195,116469,619905722,4186117,235100,510915665,60,8333219,35051,0
885756212,212406,226717718,2205890,340101,200329006,46,1642067,12382,1
79871904,18919,29393085,165299,262,12375164,15,289309,1844,1
403132906,103255,42319491,564712,8436,139973656,37,1911147,417,1
119853822,19565,37691895,577863,5020,47259081,41,800498,81324,0
1274848626,213943,267224710,2081752,49941,234589315,86,3480225,56784,0
826685494,106975,353174602,2826209,2516713,4653743727,39,1873276,13341,0
100360956,15383,12196961,98714,45372,57109846,19,415236,242951,0
593718503,73008,229847460,2270041,460911,728210556,35,1246464,13279,1
128024416,20826,14394570,139320,3966,8090936,73,934544,129069,0
54513960,13089,183119,2667,4650900,6429494637,2,448872,17,0
45238166,6057,8478416,174490,3854,10260065,18,321401,35241,1
69931412,13220,63786141,759332,9009769,6778569349,4,195627,4180,0
2880536961,285381,4086121880,22091228,1103074,514053404,385,16185008,316965,0
181529121,36504,235286963,3057740,117317,406413864,88,1916244,125766,1
930662973,130768,473069489,2566614,217933,114370699,142,7331922,141179,0
367530155,32622,1521849468,5084821,277425,160130753,46,1746790,15503,0
828103564,83834,594679967,2844786,276496,122040522,54,1837804,32,0
371463000,9688,55364757,2775274,2388,4288273,9,299318,2630,0
546219103,43372,1289314157,6163163,274799,222363120,21,24199,13300,0
596326288,132469,486500564,5645146,207,928083,59,15793119,46202,0
319372639,63421,166781349,2497154,711938,3757736116,91,1499357,81209,1
1631152967,261693,1663636127,9345192,2393712,2939466349,261,6770784,163862,0
157676395,21485,5025676,28970,3492,2359449,13,118515,8672,1
701919939,105247,560364244,2647485,26200,74137126,85,1404755,14824,1
751585271,75691,1245024291,7965155,445243,173903141,28,1591441,7496,0
491634627,75806,188680059,1804608,9112818,541006747,44,4960587,1858,0
180784576,22208,29260192,247757,91700,61731912,91,4657449,111796,0
216298810,39605,38256899,252379,31347,46029571,15,360437,5130,1
532605345,128534,97958347,1237197,322900,947194801,46,1861958,107637,1
