"Spotify.Streams","Spotify.Playlist.Count","YouTube.Views","YouTube.Likes","TikTok.Posts","TikTok.Views","Apple.Music.Playlist.Count","Shazam.Counts","AirPlay.Spins","Explicit.Track"
340112388,66487,283340446,3313053,576099,132694197,28,1660493,11151,0
457252350,58811,284333103,1250573,152118,226942604,14,821584,946,0
467670966,38826,347013964,1956639,601012,306310424,26,918617,10865,0
205855278,15475,78474072,419209,86628,253126168,12,594542,1187,0
74769930,34206,72559154,484307,50200,36415193,12,1152489,9500,0
964765127,131842,530786123,3134158,41292,69198449,124,12887220,36140,0
629102459,31206,317295184,924600,969500,404330162,45,1252595,46179,1
786298066,204148,63403993,557514,55168,532021210,62,1938598,21505,1
219995278,26538,25556375,392029,277500,561266399,18,757462,1072,1
15062636,1446,4507011,112133,1034,6372350,40,27497,258,0
1486929795,266128,637733433,4719266,618523,523849646,147,4911610,52910,1
1358105253,217189,1875005008,10236903,3833884,1981780200,67,7997160,46534,1
433074753,46083,733383572,3063277,90882,271273148,20,2169286,3824,0
350427750,49991,124215789,737982,204742,569263172,15,477438,15807,0
1257974135,90160,1175755478,27744989,2098050,8120632702,221,4173408,181961,0
1590278292,259895,892426661,6706344,228568,587669621,153,14002280,146538,0
979440925,257132,43045405,285558,419400,269812694,286,8389740,238633,0
759388276,68502,1595484197,8161642,609042,543804719,40,1317266,159,0
283572432,48772,194184325,1695485,21922,57932068,19,2027751,106207,0
699336080,126934,363333168,3159553,19574,42692526,177,5747453,578728,1
49549021,10601,119899690,1194687,1100000,3499011841,5,1090933,10656,0
103722826,13322,55495034,291171,90830,81845600,16,105207,7582,0
146988095,16234,262992730,4331524,274492,69189680,8,366308,259,1
497062969,39746,1089614100,3109366,666400,774581354,16,1647173,12701,0
357054107,20864,199710937,2549362,225000,790229870,5,359205,1109,1
111170278,12493,50014053,797138,91200,34861500,27,178197,9467,0
1549317525,178149,385884628,4302435,89958,426511103,309,3251107,236616,0
826593536,101501,898024937,7520556,294053,792708732,35,5072778,10217,0
1452194416,164935,1487688794,13819002,3910130,1030123230,154,8395318,25846,0
934248345,132560,875518093,3588736,125946,98339758,90,10476296,39747,0
2021910364,410054,348081676,4710499,264172,720283921,287,12775440,146813,0
93229994,24779,143927230,1205650,2540017,1572821812,14,602271,4051,1
872518334,93636,681562909,4154352,23063,36403946,98,5306138,62237,0
1432473324,235239,1652679786,14105895,973173,481312317,182,17057505,112709,0
125560682,17633,1315361520,7019819,1954896,1601097526,11,1319100,1166,0
579189526,60397,828853696,3086157,84450,158504854,34,1619550,5406,0
580054244,72991,994008600,4660138,224269,404797553,26,2734291,7887,0
1105805922,164541,295872840,2947859,534634,920329965,231,2548829,62354,1
508914869,86239,1529347092,6057759,55811,73318392,48,5615561,12567,0
1120187276,153725,80920611,707090,1758196,2745676769,236,13710879,32897,1
1244864869,247570,280151086,2326991,17325,49460597,18,2769408,15604,1
475820416,85784,270122797,1714650,110300,369308687,30,698305,7754,1
172589732,67514,21990862,343936,128416,338747583,21,517365,33359,1
820840650,63934,2920436498,40314889,1738066,1616215054,67,2892074,9022,0
202781631,32888,1271445,21984,673047,2410282562,44,1690643,119001,1
622229689,39229,449312389,7193977,1262636,1166486496,21,1499180,6704,0
1379786786,204118,1307002701,8641116,3028049,2112220730,453,19268856,304081,0
415552038,104372,281772953,4299740,814700,5435575162,32,2994271,282,0
475881575,74084,40942190,516795,11387,41147911,24,710406,232,1
255898884,35610,95799266,746279,63475,112935118,80,3282634,420110,0
34096694,12150,2821703,78992,3593157,6811158348,1,791308,59,0
1943842010,221874,439888055,5232880,11253946,4682512450,103,26821494,107625,0
277051326,13527,246505345,1442640,560615,3263936018,13,104366,6309,0
146489854,12540,136400964,1361854,48800,293588190,16,227734,1218,0
1662288901,129306,1049659880,9224750,171618,6028763,130,11706559,33652,0
1070923216,204514,576914505,3412361,79570,185228504,133,8023558,163744,0
293017219,21333,220479914,1074637,152800,228557824,1,653919,13,0
323292046,40626,65239480,885533,19442,190197488,52,2143760,344312,0
923932404,261469,589202937,3297320,818905,1972131587,64,8619668,23424,0
732652170,217189,247680355,2184804,264300,711702658,67,2095961,3965,1
174403309,32650,357542893,3589715,3012486,1360596383,34,318311,3235,1
107659341,8465,60343754,259680,78400,47619658,8,93542,3247,0
601202311,140105,183455907,1802273,20378,75889595,16,1084361,42,1
686371118,95938,479721274,3066965,1500000,2298614237,130,4879555,104810,1
41071094,14309,332271837,2651163,256849,772766174,3,1266792,789,0
1156191242,146653,4386626671,19822950,508860,385015724,237,1261,248383,0
187818818,26770,291692983,1352658,154200,365176711,8,187231,2741,0
323657766,28785,373726087,2491193,416201,623071891,9,2690874,2712,1
825465124,71034,567425578,4410512,121710,38088467,106,4351780,4311,0
149986283,48038,9500978,157127,369,13195696,31,668816,11060,0
475786302,169485,587498816,5883117,1017927,1965697775,62,6595975,3354,0
41255598,13071,24244922,367061,516,1570567,22,485039,91035,1
461199840,57617,457134135,3745990,789376,170750243,14,889933,2191,1
232417498,20983,59799293,367721,38115,61820477,60,3273690,191891,0
535847791,57454,602969531,3455570,2054500,5134093462,23,1079602,16697,0
478791369,58453,964694090,6231853,512763,281205271,55,4680196,53264,0
324575469,84886,84490948,834256,2636838,4875609910,25,3588080,16,0
571532926,95775,480128955,4921945,2150682,2362426981,143,2977469,202966,1
162240700,16013,168005056,764995,6895858,1426765550,10,829090,1586,0
117717973,20157,198045947,1142920,1101758,409104776,56,1696007,3019,0
86516910,30835,266679537,1536035,10289181,1872751535,51,3876226,13698,0
412118303,56547,863861067,5523754,278923,931798909,51,5049335,10224,0
948562412,227652,179763989,1952137,137434,509550794,52,2295441,1601,1
73140012,38585,4645872,99384,20079,75770759,30,175009,1410,1
90383224,24868,29836991,627377,16892400,4082175492,20,759001,470,1
503584339,126610,125086953,1299743,204105,126546185,14,1953038,9,1
432315500,95756,161619855,1879161,5017600,1119929038,38,1172142,44945,1
164206429,49659,12484960,163647,25200,182197234,1,776674,136,0
867318774,122200,207699017,1553887,642448,91008651,130,5167133,46973,1
349603788,52095,137534459,1529839,276352,343629235,151,2591262,340644,0
300668168,114589,77123844,796822,214063,669672487,31,1079185,10866,1
192633758,25097,43607584,203727,33285,45564333,12,420418,199434,0
246949197,80591,62144315,935278,5645,4922539,19,209692,4210,1
1656385770,283938,1135382823,15066754,7578918,5007036875,219,10905647,200884,0
344658498,61117,114495950,2357556,130670,1514925086,58,1497439,50031,0
157826873,34124,33874675,706576,564,587731,5,1530751,2,1
21236593,6366,173334286,660871,3801877,618545163,3,1091071,6764,0
631152992,82632,655475553,3056895,154600,353157722,16,1136830,1313,0
654965766,124386,147035496,1383677,532715,1859282676,87,3047102,34490,0
977870118,115565,122949402,1540598,177051,348624319,64,1097743,20650,0
539802784,82093,94379586,652780,11473,119710596,187,2064142,60512,0
809840469,110573,550108518,5249510,11713354,2999189391,57,5450599,3969,0
139783785,44303,37874489,402994,41400,129948415,25,2203339,5116,0
283228006,63076,169044728,998010,147165,906688195,13,696795,4039,1
154010050,66808,234249323,1315242,417782,729439284,38,2109482,8575,0
1356969354,184465,910676,22351,81626,401420595,7,2258367,147,1
818858244,223609,231229581,2756840,1610614,6890780336,148,4244972,666615,1
55362558,9861,1292844409,5695565,75620,45939694,3,480815,495,0
433482670,36243,1080335262,3910533,389080,415634670,49,3345147,14262,0
5712985,2311,3120073,56276,20114495,33870791454,4,249823,22,0
547483874,59096,768753162,3000650,4927,5221834,59,2115863,9233,0
563326343,71108,619678799,3452638,106538,13221298,39,2360573,18970,0
895496661,158437,60795572,663427,118739,500515994,109,5540938,19935,1
947770190,123852,417814325,6867798,1972101,5479108705,128,5574595,16029,0
242105356,25649,327705174,2907887,129582,38979215,21,1550411,48967,1
1133535049,116055,352845171,3883946,722581,3266081830,56,1970544,20348,1
259405297,46330,68379159,772098,19000,71844871,49,1255610,66137,0
86387703,9584,98278396,404177,757539,376919346,23,739131,20746,0
253177498,83779,79370407,913062,141579,612598555,40,1006549,2011,1
1680612367,201840,630890897,5912252,536365,477810652,137,6704282,198344,1
306404848,33666,605370523,2987290,410825,56631793,47,1301119,4874,0
172362945,25648,164304790,644688,293300,428987615,13,903938,20439,0
28805237,1873,153101388,1717781,2100000,212490319,1,105909,270,0
130709283,12585,248099324,859237,682,3169042,8,555880,25990,0
136709117,28764,5623146,62157,1046,11060327,34,1065826,17195,1
11477477,7679,11457166,123604,31963934,233232311463,4,1177639,2557,0
115237552,9312,243509528,5870222,12395,51526563,2,270240,834,0
68053989,21585,1482245,22209,7007,48264636,34,337132,273,0
86295058,7591,1022945729,6994273,5444473,1953198700,7,193040,961,0
1532653504,191817,1799935129,15452150,241402,500970525,147,18327076,42284,0
727417273,107826,563826762,2402463,51203,101847028,59,3566957,128432,0
283108875,69176,147447678,1916013,115000,1067856594,14,1365064,1,1
1389607643,179820,749282095,9464140,294022,521014819,144,7188287,18150,1
164875589,40366,124609202,2299632,23876,261238878,10,557175,577,0
162396159,44113,120017704,1180096,66925,276521416,24,670703,18103,0
115581471,49847,46251839,946512,19042,93356963,16,359642,38261,1
1872577908,144619,2638957320,62311179,3098499,5063720138,323,7896781,351169,0
510136819,76921,201406793,2593226,159509,202031125,5,1643067,50,0
261311116,21917,73174350,286276,1153,10791305,4,220819,20,1
110759507,16068,4697020,13304,434400,607056384,7,515430,3358,0
257984057,57742,23407759,341367,952346,2037905390,28,1967790,36218,1
789418331,170553,100552408,2069625,631299,1315165820,9,2230596,113,0
491242756,37814,80668854,1002368,37716,77308719,57,734819,23639,1
177734775,25580,37838695,220814,22259,62353303,36,651327,313376,0
411109963,53928,205575225,1908534,142900,254269639,133,5268930,403730,0
565296902,139124,382444699,3526955,351258,244428689,48,1233851,19932,1
465588517,91658,109781672,1706148,1456347,4784803362,110,5620077,453212,1
210072827,30503,35281929,221683,54106,92174906,8,172414,2055,1
693061510,73605,1315371330,9042596,263379,81046643,56,3179632,11331,1
296828933,25748,407776018,8669558,1937239,5178604164,18,445036,3491,0
234215735,20419,189170317,1734442,98128,297802502,24,248138,2619,0
26674909,2673,7863539,84565,4304279,709276580,36,87704,214,0
639900946,87550,147309966,3536634,180855,774173668,41,820892,8153,1
84131713,9659,46945484,239851,229,28600,5,154493,3267,1
138403252,46111,64556961,972951,1574,1386456,14,3154736,3434,0
526019789,102549,272873622,4245401,8436,21779736,16,850346,881,1
236644328,36130,525752748,3073337,182529,329180615,56,962269,29536,1
261207310,29638,1008664592,6613034,236451,251282695,31,1577890,2716,1
815946405,94852,2318717784,12459776,494040,1277991912,163,15861007,38592,0
235729934,64455,50135254,444622,1307941,2710660328,17,2462313,8349,1
299159279,65016,77821012,905318,34658,393771352,50,1415750,191286,1
1189335848,103236,1323718887,20328622,3707867,12516703531,54,3720737,29685,1
415699405,131562,120716253,1505981,71800,459919455,37,1781022,59291,1
267617808,37741,756395439,7889556,222602,182472232,20,557124,1757,0
364325529,83638,29708407,206341,42311,16341869,15,891593,109,1
717849037,98440,217687654,1929598,308670,808518802,126,2076698,57673,1
48573000,12116,10575780,130509,583,7526758,26,773165,49396,0
50471076,29417,6874694,138715,1161,2893271,19,437498,6190,0
350348521,48286,63111604,494666,117002,793536731,32,508585,27952,0
141236846,15605,167722502,502467,47407,60945277,7,275879,7925,0
1429205245,151855,156015402,1540316,1213204,323351717,200,9877808,74545,0
64562541,14704,63051891,588504,28159,38123007,11,262393,1310,1
253711656,26015,148812952,859486,21800,79415641,17,366772,547,1
478494818,53736,2148970473,6055824,43294,145723405,37,3116053,10958,0
364210672,81556,55994716,1363987,4717639,18762950045,32,3395161,286,1
1336196012,120161,321959140,3114933,22465,243157936,164,6269103,30904,0
56798458,7404,77968183,627912,55000,11740158,9,74830,166,0
420074095,84668,571911363,3726047,247846,634498093,37,5041927,18186,1
511421362,37923,265678775,844731,68003,204148897,24,739587,227,1
940914292,130934,166787290,2132781,455015,600906044,115,6236168,748,1
126698724,18316,59317671,717944,5548,102518739,1,456679,1,1
316588910,82524,276127028,1891292,94341,291943987,62,4534741,158998,1
110291303,39905,32448901,528302,3800778,11216028216,18,2290647,662,1
269669185,44019,29035288,608532,581320,531883271,43,1595888,10042,0
1634403761,244291,1855838617,9070363,223184,510515661,253,15214627,213633,0
172986367,40246,103030772,1128489,21608,26458622,72,1353202,101246,1
1286089822,256512,291434533,3222924,226012,774957680,118,21359402,160290,0
224295163,24906,398036555,5248109,154492,811061720,25,339808,2581,0
204471704,72788,53474695,805089,55353,154240769,41,813790,121514,1
447997798,47976,1129883893,5231385,53680,63097743,29,4506047,29375,0
33384757,3507,547206302,3673228,5723290,2180222501,2,92503,663,0
140137839,23619,22406782,129416,19912,47494771,19,157892,1377,0
634493511,89559,325005278,4709406,11714753,6459413096,48,8659169,101,0
301574752,35991,1379939508,3240310,260012,236524309,45,3635979,5578,0
2544489950,238611,1690342490,16798785,107362,261203495,172,29306436,282,0
443093379,35995,273852759,1690512,625126,600184949,58,1174788,52189,1
404073512,42797,328021225,1916957,51604,101301634,9,1254798,48,0
173526912,28272,102774513,1300907,13802112,6653535769,20,1592457,120,1
137924605,30692,192748584,1699888,80511,142222723,26,748828,72494,1
1273869800,214511,370952126,2847630,28712,172101115,148,17971225,242121,0
1638216382,181604,560326863,3997742,54414,103512905,63,3062955,19,1
52240739,18224,19520315,328759,9851,71305547,10,794504,110265,0
44751795,23415,21737557,277948,98682,114732862,44,343757,113508,1
315606874,125064,43371856,337831,138126,952538696,53,2008349,39143,0
140356426,9363,87822276,963707,849600,1057039331,4,961258,4,0
718634962,116033,88651556,872188,220691,429272415,64,14696611,49011,1
1670164200,171120,721445001,8290855,381926,805399161,254,6307292,811625,0
540382129,67808,33922247,572580,681271,2631370364,76,1224138,24819,0
316267018,68407,515355994,3980712,83370,286622729,165,2698587,7714,1
162005746,11105,402093763,2902624,36624,74566411,15,268778,708,0
1780761618,306987,1147006109,12229051,3069701,3389115337,89,12603697,22140,0
502536183,37578,151406654,886902,380400,866457165,40,591279,2639,1
15433188,5294,1480668,47307,1112614,2139918587,10,165267,250,0
203212015,36459,178302256,677453,827700,359964365,27,836117,12434,1
486842946,65826,93314560,723960,4910294,1329533689,66,7376713,6482,0
932911098,180309,412062322,4053612,5201086,5676756004,265,8835435,223012,0
406141247,67235,91367578,707830,173461,588640576,93,3933085,142340,0
322757243,60278,640816810,3577858,191433,215995105,26,833830,1370,1
263851286,17657,161653032,3135324,120256,483823339,18,434604,2228,0
1074583619,152685,631896,5935,29628,138609613,118,30826278,70662,0
287897439,146593,68649223,853541,175051,855075576,74,1261710,27171,0
1102322992,191719,98389487,1056464,35675,243179588,88,3413462,853,1
135841710,22636,53263040,755107,417900,1221296456,12,404918,10927,1
75152048,8540,386890237,4145747,969,1152931,2,1154213,709,0
736983718,92256,97778011,619019,343800,559279404,42,1849683,20516,1
157446814,54118,120010894,962140,44041,142468312,31,1447731,95078,1
126879048,19994,26943448,151763,1427,389534,25,199309,9665,1
817286460,55620,156580179,1685462,179864,357890160,67,1180048,108203,0
188309858,15111,87069499,318350,100,18855,6,422023,4,0
335496248,59904,152789030,979615,142462,213316577,60,5004409,179093,0
1224136357,115858,545665182,3985831,284610,137040499,198,8721927,114985,0
1506766477,257640,392508024,2837908,29826,127112835,93,3628434,1543,1
159676691,53444,328647215,2027788,431385,535066055,35,1827296,39664,0
457933102,152115,161335622,1716915,186563,521061584,29,1670342,24933,0
676325288,186415,852637099,6839325,3675980,3323603337,101,212724,41253,0
2270796677,263640,1738647396,12375429,261866,296361891,70,18161724,144439,0
35549029,5590,57756889,205111,135300,119204623,10,28280,8,0
544564903,155782,96900581,863485,101159,482158138,81,2427675,5446,1
36157546,14837,2802960,43834,124990,237070526,13,456093,3060,0
1256488099,158078,721653474,5562953,301881,881937736,85,6185418,7063,0
1289186767,123303,1464055196,7754280,729784,131926571,201,2387272,80055,0
689939531,101479,83908765,706081,1267200,1903513450,73,3833227,83176,0
224429894,17159,250897173,2121068,545900,456323777,8,921762,1966,1
571325612,91249,71477120,340270,50,20390,89,833419,20797,1
785389574,70607,2377255570,10176631,4050216,989856037,86,4130954,17546,0
763658190,99429,155980021,1735488,179239,258338520,143,4054017,88421,0
820380309,115960,148373482,954330,1239950,33118908,187,2988035,12214,1
86132200,50326,43654805,405433,204570,397336191,12,1548192,19437,1
1285242562,216338,256379013,2156909,265724,1231170484,172,8551662,287903,0
377746254,41379,192582605,2080748,42881,102362534,111,1998557,189664,0
518846340,83033,348331280,3205077,236349,718955243,113,7777679,216701,0
707551397,148441,222319540,2598192,49597,186530347,22,1508168,119,1
728140057,201363,251014567,3365976,197935,918538689,39,2451463,2120,0
435614687,40685,611062174,2855683,451172,823863869,28,969111,12073,0
416388749,112485,122253253,1631776,248954,940333420,27,1046790,9098,1
388986035,32035,1029205329,5258522,159489,138694370,52,3095680,17126,0
289196126,56563,403607329,2363349,506354,758684528,72,1102746,3280,1
724486951,89470,1253153682,6766774,49460,155148335,132,8228542,21741,1
477620800,108333,149501582,5261064,291778,2841508008,21,2230806,12776,0
509353753,87580,231541575,3846027,893392,842856226,45,2842135,14716,1
365789171,47875,347981506,2544004,24502,75103695,75,3844287,8,1
312111545,30520,722096242,5368740,2197372,661920679,32,1139084,5415,0
491313680,122568,1058207974,7605627,65310,300243753,70,4169134,19762,1
538059363,113736,215454028,1626950,2182462,1413496668,85,2942911,225193,1
359828344,77046,294072510,3184637,1311823,289928883,29,2142565,13007,1
150463218,44298,57191900,289311,98700,275361521,55,1009861,55943,0
212911684,22815,106041009,588756,215518,131834580,9,313441,528,1
154592041,10814,161998287,2825345,184200,430312931,7,279165,3470,0
457254811,51641,26485095,208483,105330,280557815,34,958724,207859,0
124343335,25076,38371589,948608,19555,244276844,37,497479,18360,1
58594676,4863,51423861,642905,161312,539493388,16,163905,8512,0
1091185920,114997,522422864,5993528,363386,372214292,37,2223597,1112,0
659010786,129923,125203447,1990342,22100,107398826,87,1839283,37314,1
2382407025,259202,3064193777,17820289,536497,643209321,295,28058207,225220,0
706711575,170468,133159545,1623904,379039,1092802231,70,1400011,17736,1
72468277,10736,143446620,1074996,578162,1060502179,10,257725,2373,0
1044358962,165916,37191231,380168,65020,323428098,255,8401595,31180,1
1606950381,217443,641326002,7454749,2148350,5944657895,217,5907933,414829,1
1592440653,188349,783959373,6101966,1101293,807230686,142,8572710,29628,0
437825141,37050,138771397,987474,250537,550954115,17,641134,4299,1
962546385,198786,262134097,4025958,55093,247993418,106,1242490,1834,1
108163942,22023,17211451,202291,12100,23664790,9,130949,5991,0
38622215,13808,16445144,247700,1894,59118842,29,1517721,61312,1
540907681,169023,281620086,1394656,29890,65403430,113,1899818,7620,1
1902241314,316054,274582854,3603644,2297386,7655286423,310,10553717,262285,1
94152948,9693,675223784,6031429,878600,848894091,7,166731,323,0
201638049,82200,79916576,787609,81594,128627839,14,1285204,6954,1
391773238,34952,133887895,711785,431726,1102477168,7,840393,19,1
45943524,11657,42010424,494545,2149,6760,5,143251,2327,1
385438228,51062,2103164374,6262143,79200,55635484,54,4433372,10723,0
18611163,6073,59202833,551627,1100000,1032933643,1,199485,52,0
814264073,145349,878157246,6677962,819089,3643615871,64,12879196,82779,0
1438795892,180669,1122719476,8456502,2359429,2876399321,71,12730727,110229,0
210712407,24033,379884934,1091380,575300,793158034,8,261474,6145,0
261275106,28281,212525130,1350970,384326,582712801,13,237547,1660,0
1254883107,131909,995579933,7131931,121770,113741661,133,6308966,23357,0
626153696,13455,95442324,4491977,213624,335526234,7,377532,3016,0
1062571821,183102,566585521,2999671,135610,623454990,166,7126620,209992,0
455780340,62047,2801769,34063,32146,11785941,69,2690275,138702,0
108133711,34390,122293855,619448,1000047,173486714,35,2409680,6133,1
459712644,86820,116599191,1422757,189900,749847975,57,2330861,206210,0
162996272,20521,137834966,708557,265100,72517463,5,338327,47,0
1436087930,296520,444307904,3150622,37473,199117216,159,10189462,49872,1
48581084,11373,35448614,206819,549399,270727164,38,1291258,3397,0
416972132,75352,27881902,283314,262243,1003766991,37,791890,6452,0
399707517,131547,44839108,449678,1332,1130861,66,2145146,36742,1
670376179,98450,265180930,2566846,2114363,3932956380,225,6447136,486952,0
240138585,43572,200632603,1367067,1845758,3307238247,34,601506,7909,1
843861768,155472,278120145,2625552,18775,16756000,30,4409923,600,1
413855724,67911,62878984,569920,58190,170836810,80,17865575,8044,1
124893397,3479,359896095,4907193,212500,390081328,36,191867,2188,0
218205900,28233,3559338569,11289750,15933,81433215,23,1719741,617,1
172082938,15951,215719591,857582,485700,874751736,3,308507,11867,1
406821432,20404,23505530,266969,80218,113073762,38,1551811,337262,0
822935346,90889,659693784,6100262,992278,581871422,55,2123160,9247,0
1606023895,225643,1151842584,15653870,6047796,8742744684,115,12373665,168415,0
658225560,53101,1852547490,5711737,77800,79388652,47,2853977,16167,0
1042065058,114049,90354845,1452644,7280799,3283690900,126,14928007,94478,0
1657866786,206953,339571990,4052894,263920,1394903550,275,10108433,184079,0
68235585,10765,444569952,2796117,671,1468789,1,33174,173,0
24285898,8422,9750600,41196,917,1029336,1,211234,104,1
285039741,8884,80959733,5337877,151700,528452231,14,187778,1864,0
317223968,47247,1867482161,5147665,15153,14034398,21,1796737,5622,1
1823871908,262313,307855103,2540592,2074944,8035914098,470,9556378,551084,1
675591495,53019,296668872,3652203,566750,2441354214,43,702234,13660,0
145000664,32202,114367853,1294275,2840314,7546931289,34,1452339,27382,1
92866817,20834,510081,8586,3196641,6637149421,3,1728511,3,1
1318254846,159832,1572511545,8633372,535956,244589825,163,6952792,104438,0
675763141,43682,881072427,29073682,1450747,3653167411,120,1730648,44988,0
189969086,27387,474789534,3191466,778532,252838869,42,601436,4856,0
81093233,34004,4234309,51965,17500,17415834,7,385268,401,1
383171089,60923,88319558,994946,1733862,2493175114,26,979445,27116,0
568823269,54968,1094129734,7637000,1913634,835046287,112,1819660,45003,0
456871037,71261,142820854,1393679,877769,1676387442,105,1854776,136784,1
224529894,50674,268061194,2237400,37352,112923227,43,2404340,92023,1
388802420,56080,267992366,1873271,416848,1836584524,49,4056404,178796,0
66553836,11570,33759085,174360,85785,101413456,5,133037,1632,1
841183589,178587,485860020,3227301,27671,64589027,112,6644459,2137,0
488979989,32825,88126911,1378287,170893,443060258,60,1261815,212739,1
147537573,17322,13918496,120215,16923,68517237,46,477464,45181,0
114323355,16398,97148590,542833,388748,322572081,10,352127,1999,0
66513420,12490,15485803,395896,31322,87668727,27,356162,38078,0
975281654,82431,672090558,7230344,66530,218317192,74,2386682,52163,1
1368497471,112014,1149519353,6578172,2584661,340034199,110,4202931,39299,0
75577819,19796,143710823,3896344,373432,1901333753,2,234259,93,0
602316735,64462,1643019828,10410620,169764,998836191,91,3046517,12331,0
750154960,139141,118208096,1495758,1031447,2231749390,163,7477917,378114,0
223341848,34131,12260201,167404,3e+05,589269507,3,1622902,262,0
426425213,79159,140168452,1822530,264545,344434215,58,3342996,342701,0
167977668,24101,38901823,551972,53900,13158593,29,819021,50200,1
131938548,5913,118669957,649548,836833,589093596,10,684079,7049,0
818199643,147373,300558745,1923570,121422,591641859,223,4987597,219365,0
600199930,66655,743954914,2817472,189200,254681143,95,1823474,45992,0
142352659,80632,105833149,819235,46229,129897849,96,2768798,9295,1
1615274494,203617,515463883,6471385,59900,100843174,37,2026025,1088,1
129573063,9240,124184578,417710,48700,168267163,8,236018,1653,0
946842175,145601,39855160,660222,1493355,4779580212,269,3946971,704419,0
588021470,51865,1114556086,5855578,118917,58539891,20,1621041,7464,0
717233625,190770,2681563789,13879113,184111,474207854,148,10711856,84021,0
1085436198,192284,162454294,1193141,853,1513290,113,6724803,227403,0
511726944,74845,182250623,931096,91068,193905770,15,596476,12969,0
1056929910,134812,908433462,8291217,1429594,2058078137,54,11123506,118378,0
891720245,114560,144741616,2761964,1443103,3998086216,168,4476509,275119,0
1188567787,125952,96234317,684919,1173367,388633141,99,4914487,47278,0
281707091,40049,23447030,216253,119645,236748049,13,494628,9,1
378584974,56415,116036942,1608398,6285147,5568445890,24,2143649,511,1
218661601,25714,173995566,1354818,1961387,2353588008,8,873692,13477,0
56978899,19534,31575700,824524,1095900,641905367,3,460827,13,1
333141510,89320,598853994,8509686,27645,95172888,5,2175482,26,1
535695469,188778,171889127,3367746,155446,1011224005,58,1525672,3186,1
2185240293,277753,109538379,1268458,2636,105020737,39,4280207,2746,0
2174022106,326294,183968852,1687112,95566,294739225,293,8538303,210197,0
177722624,34102,61447086,348517,7268,20533718,62,5644172,276734,0
102643968,11419,64931319,1474575,56783,432572281,7,288636,22946,0
1658229422,262248,466080689,4324989,728093,1051836430,285,10973120,935190,1
1445950326,185843,248178591,2292757,174645,984530315,102,19991903,158891,0
415532384,143461,182358671,2007300,47600,130747276,26,855833,1104,1
4224438,2333,4404312,94056,6400664,10173667723,3,13990,3,0
614313540,55782,978997170,4042367,55400,48469382,59,1887065,10446,1
396549329,56179,185441424,1023796,2400609,5233247603,43,1071446,36151,1
120491749,8494,118976231,658718,110713,64087674,6,48025,547,0
472107491,65462,221630313,1721936,121905,295962547,25,1367342,5418,0
862685616,66559,508394938,5627488,178251,665573579,97,9248151,46424,0
65786757,28190,27754329,216369,1402413,203863372,2,242217,9490,1
224285122,23891,171821740,3263544,3250466,1829158410,9,869565,8636,0
917916061,204396,182161713,2330786,41674,405647527,32,3109292,285,1
149455007,13028,185077693,990325,101800,272723903,2,53011,10,1
332224927,90422,33056892,353473,51790,210052450,20,722682,35,1
118707702,10228,9538075,165711,54900,76251071,72,118791,15098,0
1949596473,230708,28931814,344218,86209,141060421,232,23744240,121489,1
256361762,54160,183409458,2721404,613379,298147047,26,747708,352,0
1012914789,168108,2040135706,14876226,954533,1528287223,53,4634201,10652,1
384886220,32051,681682229,7966863,243659,666762692,31,643653,2821,0
36007719,11757,66350451,833138,1454232,344537974,16,790290,83924,1
405754991,103694,93190559,1333319,113523,166376605,14,4316684,31997,0
191425175,26630,271219300,2855968,183701,662260750,21,367613,244,0
200764254,45002,217898959,1101215,21898,28799405,35,447896,2877,1
246615679,39348,144344028,1222484,51304,66918543,56,1326441,140835,1
1911559785,317345,441257231,4829633,4930490,4574447121,255,11988760,296948,1
660710453,90212,814200168,5248262,53877,50335494,122,5468546,2881,1
1358424406,123735,930929767,8736302,961584,253791542,116,7290982,104652,0
1285237951,166761,1383536938,11277243,7657876,14808888629,124,15422384,654509,0
481414844,93752,324947792,2954295,9,258300,36,3371435,21097,0
428271245,50261,587689921,2696020,352314,67856339,34,1097094,8014,0
171920896,41774,14115131,142485,5176,51987916,39,1861356,124290,0
43078993,31275,10699230,123634,134000,306310318,9,128246,3645,1
3291262413,366133,2829990867,14968547,262780,375498232,341,15648166,68441,1
1315024190,261850,152580618,1969610,114388,558037837,101,3864898,3506,0
435823355,34658,284536285,3411827,565243,1021702238,27,733704,1664,0
894360950,99270,73078701,913440,2055066,324949762,247,6520985,65706,1
151179942,30909,71184530,866717,81501,617882237,9,2567736,444,0
451878749,78793,221123432,2660730,23842,233301151,41,1722436,114661,0
763292840,71179,95479909,1954310,580400,2195330963,100,1405713,55204,0
21255074,1754,60877749,97240,477,5326500,2,41209,38,0
92536126,39798,290871758,2393255,17868,101473422,27,1464482,72653,1
488713982,42311,596356173,4579674,915770,712167034,88,848173,27898,0
1050246077,113716,917728451,4676705,92540,62167288,95,9355617,64388,0
528420867,59791,211317309,842146,252314,451806178,84,3007373,103743,0
392745531,141221,96203913,1246093,44979,137477748,21,1432080,1558,1
518293446,72376,312305062,2892320,64895,76367154,159,5212093,303037,0
233582276,70988,35114944,551931,14725,13572005,9,530477,2731,1
817054014,105515,211546057,1832143,24952,63600775,204,3518675,30527,1
390529605,68181,388438653,6747169,4480319,15189209474,17,9200822,8016,1
